year,id_,marital,race,rincome,partyid,relig,denom
2006.0,853.0,Divorced,White,$25000 or more,"Ind,near rep",Protestant,Southern baptist
2006.0,854.0,Never married,White,$25000 or more,Independent,Protestant,Baptist-dk which
2006.0,855.0,Never married,Other,$25000 or more,"Ind,near rep",None,Not applicable
2006.0,856.0,Divorced,White,$25000 or more,Other party,Protestant,Methodist-dk which
2006.0,857.0,Married,White,Not applicable,Not str republican,Protestant,Other
2006.0,858.0,Married,White,$3000 to 3999,"Ind,near rep",Protestant,Southern baptist
2006.0,859.0,Married,Other,Not applicable,Independent,Catholic,Not applicable
2006.0,860.0,Separated,Black,Not applicable,Not str democrat,Protestant,Baptist-dk which
2006.0,861.0,Never married,Black,Don't know,"Ind,near dem",None,Not applicable
2006.0,862.0,Married,White,$20000 - 24999,"Ind,near dem",Protestant,Other
2006.0,863.0,Separated,Black,Not applicable,"Ind,near rep",Protestant,Other
2006.0,864.0,Divorced,White,$25000 or more,Strong republican,Protestant,United methodist
2006.0,865.0,Widowed,White,Refused,Strong democrat,Protestant,Southern baptist
2006.0,866.0,Married,Other,Don't know,Independent,Catholic,Not applicable
2006.0,867.0,Married,Other,Don't know,Independent,Catholic,Not applicable
2006.0,868.0,Married,White,Not applicable,"Ind,near rep",Protestant,"Presbyterian, merged"
2006.0,869.0,Married,Other,$25000 or more,Independent,Catholic,Not applicable
2006.0,870.0,Married,White,Refused,Strong republican,Protestant,No denomination
2006.0,871.0,Divorced,White,$25000 or more,Not str republican,Catholic,Not applicable
2006.0,872.0,Never married,Other,$25000 or more,Not str democrat,Buddhism,Not applicable
2006.0,873.0,Never married,White,$25000 or more,Strong democrat,None,Not applicable
2006.0,874.0,Never married,Black,$20000 - 24999,"Ind,near dem",None,Not applicable
2006.0,875.0,Divorced,Black,Not applicable,Not str democrat,Protestant,No denomination
2006.0,876.0,Divorced,Black,$25000 or more,Not str democrat,None,Not applicable
2006.0,877.0,Divorced,Black,Not applicable,Strong democrat,Protestant,Baptist-dk which
2006.0,878.0,Never married,Black,No answer,"Ind,near dem",No answer,No answer
2006.0,879.0,Married,White,$15000 - 19999,"Ind,near rep",Protestant,No denomination
2006.0,880.0,Married,White,Not applicable,Strong republican,Protestant,Baptist-dk which
2006.0,881.0,Divorced,Other,$25000 or more,"Ind,near dem",Catholic,Not applicable
2006.0,882.0,Divorced,White,Not applicable,Strong republican,Protestant,Other
2006.0,883.0,Married,Other,Not applicable,"Ind,near rep",Catholic,Not applicable
2006.0,884.0,Never married,Black,$25000 or more,Not str democrat,Protestant,Other
2006.0,885.0,Never married,Black,$25000 or more,Not str democrat,Protestant,Other
2006.0,886.0,Widowed,White,Not applicable,Independent,None,Not applicable
2006.0,887.0,Never married,White,Don't know,Independent,Protestant,Baptist-dk which
2006.0,888.0,Divorced,Black,Not applicable,Not str democrat,Protestant,Other
2006.0,889.0,Never married,Black,$25000 or more,Strong democrat,Protestant,Other
2006.0,890.0,Never married,White,Don't know,Strong democrat,Protestant,Baptist-dk which
2006.0,891.0,Married,Other,Don't know,Independent,Catholic,Not applicable
2006.0,892.0,Married,Other,Not applicable,Independent,Catholic,Not applicable
2006.0,893.0,Divorced,Other,Not applicable,Independent,Catholic,Not applicable
2006.0,894.0,Married,Other,Not applicable,"Ind,near dem",Catholic,Not applicable
2006.0,895.0,Divorced,Black,$25000 or more,Strong democrat,Protestant,Southern baptist
2006.0,896.0,Never married,White,$25000 or more,Independent,Protestant,No denomination
2006.0,897.0,Never married,Black,$25000 or more,Not str democrat,None,Not applicable
2006.0,898.0,Divorced,Other,$20000 - 24999,"Ind,near dem",Catholic,Not applicable
2006.0,899.0,Married,White,Not applicable,Independent,Christian,No denomination
2006.0,900.0,Married,Black,Not applicable,Independent,None,Not applicable
2006.0,901.0,Married,Black,$25000 or more,Strong democrat,Protestant,Southern baptist
2006.0,902.0,Married,White,$25000 or more,Not str republican,Protestant,Southern baptist
2006.0,903.0,Married,White,$3000 to 3999,Independent,Catholic,Not applicable
2006.0,904.0,Separated,Other,Not applicable,Strong democrat,Christian,No denomination
2006.0,905.0,Divorced,Black,$25000 or more,Strong democrat,Protestant,Other
2006.0,906.0,Never married,Black,$25000 or more,Strong democrat,Protestant,Baptist-dk which
2006.0,907.0,Married,Black,$25000 or more,Independent,Catholic,Not applicable
2006.0,908.0,Never married,Black,$25000 or more,Strong democrat,Protestant,Baptist-dk which
2006.0,909.0,Widowed,Black,Not applicable,"Ind,near dem",Catholic,Not applicable
2006.0,910.0,Never married,Black,Not applicable,Strong democrat,Protestant,Baptist-dk which
2006.0,911.0,Never married,Black,$15000 - 19999,"Ind,near dem",None,Not applicable
2006.0,912.0,Never married,Black,$25000 or more,Strong democrat,Protestant,Baptist-dk which
2006.0,913.0,Never married,Black,$25000 or more,Strong democrat,Protestant,Other
2006.0,914.0,Never married,Black,$15000 - 19999,Not str democrat,Protestant,Baptist-dk which
2006.0,915.0,Widowed,Black,Not applicable,Strong democrat,Catholic,Not applicable
2006.0,916.0,Never married,Black,$4000 to 4999,Not str democrat,Protestant,Nat bapt conv of am
2006.0,917.0,Never married,Black,$25000 or more,Strong democrat,Protestant,Baptist-dk which
2006.0,918.0,Never married,White,$25000 or more,Strong democrat,Catholic,Not applicable
2006.0,919.0,Never married,Other,$25000 or more,Independent,None,Not applicable
2006.0,920.0,Divorced,White,$25000 or more,Strong democrat,Protestant,Am baptist asso
2006.0,921.0,Never married,White,$25000 or more,"Ind,near rep",Protestant,"Presbyterian, merged"
2006.0,922.0,Never married,White,Refused,Independent,None,Not applicable
2006.0,923.0,Married,White,Not applicable,Independent,Protestant,Other
2006.0,924.0,Married,White,$25000 or more,Not str democrat,Catholic,Not applicable
2006.0,925.0,Separated,White,$25000 or more,Not str democrat,None,Not applicable
2006.0,926.0,Widowed,Black,Not applicable,Strong democrat,Protestant,Southern baptist
2006.0,927.0,Married,White,Not applicable,Independent,Hinduism,Not applicable
2006.0,928.0,Married,White,Not applicable,Independent,Catholic,Not applicable
2006.0,929.0,Married,Black,Not applicable,Strong democrat,Protestant,Episcopal
2006.0,930.0,Divorced,Black,$25000 or more,Not str democrat,None,Not applicable
2006.0,931.0,Divorced,Black,$25000 or more,Strong democrat,Protestant,Southern baptist
2006.0,932.0,Married,Other,$15000 - 19999,Not str republican,Catholic,Not applicable
2006.0,933.0,Separated,White,$15000 - 19999,Strong democrat,Catholic,Not applicable
2006.0,934.0,Divorced,Black,$25000 or more,Strong democrat,Protestant,Baptist-dk which
2006.0,935.0,Never married,White,$15000 - 19999,"Ind,near dem",Catholic,Not applicable
2006.0,936.0,Married,White,$3000 to 3999,"Ind,near dem",Protestant,Baptist-dk which
2006.0,937.0,Never married,Black,$25000 or more,Strong democrat,Protestant,United methodist
2006.0,938.0,Never married,Black,$25000 or more,Strong democrat,None,Not applicable
2006.0,939.0,Widowed,Black,Not applicable,Not str democrat,Protestant,Other
2006.0,940.0,Never married,Black,$25000 or more,Strong democrat,Catholic,Not applicable
2006.0,941.0,Widowed,Black,$10000 - 14999,Strong democrat,Catholic,Not applicable
2006.0,942.0,Married,Black,$25000 or more,"Ind,near dem",Protestant,Baptist-dk which
2006.0,943.0,Never married,Black,$25000 or more,Strong democrat,Protestant,Baptist-dk which
2006.0,944.0,Never married,Black,$25000 or more,Strong democrat,Protestant,Baptist-dk which
2006.0,945.0,Widowed,Black,Not applicable,"Ind,near dem",Protestant,Baptist-dk which
2006.0,946.0,Never married,Black,$25000 or more,Not str democrat,Protestant,Baptist-dk which
2006.0,947.0,Never married,Black,$25000 or more,Not str democrat,Protestant,Baptist-dk which
2006.0,948.0,Married,Black,$25000 or more,Strong democrat,Catholic,Not applicable
2006.0,949.0,Married,Black,$25000 or more,Strong democrat,Protestant,Baptist-dk which
2006.0,950.0,Never married,White,$15000 - 19999,Independent,None,Not applicable
2006.0,951.0,Widowed,White,Not applicable,Strong republican,Catholic,Not applicable
2006.0,952.0,Married,Other,$25000 or more,Not str democrat,Catholic,Not applicable
2006.0,953.0,Married,White,$25000 or more,Independent,Protestant,Other
2006.0,954.0,Never married,White,$10000 - 14999,Independent,Catholic,Not applicable
2006.0,955.0,Separated,White,Not applicable,Independent,Protestant,Other
2006.0,956.0,Divorced,Black,$25000 or more,Independent,Catholic,Not applicable
2006.0,957.0,Separated,White,$6000 to 6999,Independent,Catholic,Not applicable
2006.0,958.0,Never married,Other,$25000 or more,Independent,Catholic,Not applicable
2006.0,959.0,Married,Other,Not applicable,Independent,Catholic,Not applicable
2006.0,960.0,Married,White,$25000 or more,Not str republican,Catholic,Not applicable
2006.0,961.0,Married,White,$20000 - 24999,Not str republican,Protestant,Southern baptist
2006.0,962.0,Married,White,$25000 or more,Strong republican,Protestant,United methodist
2006.0,963.0,Married,White,$25000 or more,"Ind,near rep",Protestant,United methodist
2006.0,964.0,Married,Black,$25000 or more,Not str democrat,Christian,No denomination
2006.0,965.0,Never married,Black,$25000 or more,Independent,Protestant,Am bapt ch in usa
2006.0,966.0,Married,White,Don't know,Not str democrat,Protestant,Southern baptist
2006.0,967.0,Married,White,$25000 or more,Strong republican,No answer,No answer
2006.0,968.0,Married,Other,$25000 or more,Not str democrat,Protestant,Southern baptist
2006.0,969.0,Married,Other,$25000 or more,"Ind,near dem",Jewish,Not applicable
2006.0,970.0,Married,Other,Not applicable,Independent,Moslem/islam,Not applicable
2006.0,971.0,Married,White,$25000 or more,Not str democrat,None,Not applicable
2006.0,972.0,Never married,White,$25000 or more,"Ind,near rep",None,Not applicable
2006.0,973.0,Never married,White,$25000 or more,"Ind,near dem",None,Not applicable
2006.0,974.0,Married,Other,$25000 or more,Strong democrat,None,Not applicable
2006.0,975.0,Married,White,$20000 - 24999,Strong democrat,None,Not applicable
2006.0,976.0,Married,White,Not applicable,Strong democrat,Catholic,Not applicable
2006.0,977.0,Married,White,Refused,Independent,Protestant,Evangelical luth
2006.0,978.0,Married,White,$25000 or more,Strong republican,Jewish,Not applicable
2006.0,979.0,Married,Other,$25000 or more,Not str democrat,None,Not applicable
2006.0,980.0,Married,White,$25000 or more,Not str democrat,None,Not applicable
2006.0,981.0,Married,White,$25000 or more,Independent,Protestant,Don't know
2006.0,982.0,Married,Other,Not applicable,Strong republican,Protestant,Other
2006.0,983.0,Married,Other,Not applicable,Independent,Hinduism,Not applicable
2006.0,984.0,Divorced,Black,$25000 or more,Strong democrat,Protestant,Baptist-dk which
2006.0,985.0,Married,White,$1000 to 2999,Not str republican,Catholic,Not applicable
2006.0,986.0,Married,White,$25000 or more,Not str republican,Protestant,Episcopal
2006.0,987.0,Married,White,Not applicable,"Ind,near dem",Catholic,Not applicable
2006.0,988.0,Never married,Black,Not applicable,Not str democrat,Christian,No denomination
2006.0,989.0,Married,Black,$25000 or more,"Ind,near dem",Protestant,Baptist-dk which
2006.0,990.0,Married,White,$25000 or more,Not str republican,Protestant,Methodist-dk which
2006.0,991.0,Divorced,Black,$25000 or more,Strong democrat,Protestant,Southern baptist
2006.0,992.0,Never married,Black,$25000 or more,Not str democrat,Protestant,Southern baptist
2006.0,993.0,Married,Black,$25000 or more,Independent,Protestant,No denomination
2006.0,994.0,Married,White,$4000 to 4999,Independent,Catholic,Not applicable
2006.0,995.0,Divorced,White,$15000 - 19999,Independent,Protestant,Other
2006.0,996.0,Divorced,White,Refused,Strong republican,Protestant,Other
2006.0,997.0,Widowed,Black,Not applicable,Not str democrat,Protestant,Baptist-dk which
2006.0,998.0,Never married,Black,$25000 or more,Not str democrat,Catholic,Not applicable
2006.0,999.0,Never married,Black,$20000 - 24999,"Ind,near dem",Protestant,Baptist-dk which
2006.0,1e3,Married,Black,Not applicable,Strong democrat,Protestant,Am bapt ch in usa
2006.0,1001.0,Married,Black,Not applicable,Not str democrat,Protestant,Am baptist asso
2006.0,1002.0,Married,Black,$20000 - 24999,"Ind,near dem",Christian,No denomination
2006.0,1003.0,Divorced,Other,$1000 to 2999,Not str democrat,Jewish,Not applicable
2006.0,1004.0,Married,White,Not applicable,Independent,None,Not applicable
2006.0,1005.0,Divorced,White,$25000 or more,Not str republican,Protestant,No denomination
2006.0,1006.0,Married,White,$25000 or more,Not str republican,Protestant,Other
2006.0,1007.0,Married,White,$25000 or more,Not str republican,None,Not applicable
2006.0,1008.0,Divorced,White,$25000 or more,Strong republican,Catholic,Not applicable
2006.0,1009.0,Married,Other,Not applicable,Not str republican,Protestant,Other baptists
2006.0,1010.0,Married,White,Don't know,No answer,Protestant,No answer
2006.0,1011.0,Married,White,Not applicable,Strong republican,Christian,No denomination
2006.0,1012.0,Divorced,White,$25000 or more,Strong republican,Catholic,Not applicable
2006.0,1013.0,Married,White,Not applicable,Independent,Protestant,United methodist
2006.0,1014.0,Divorced,Other,$25000 or more,Not str democrat,Catholic,Not applicable
2006.0,1015.0,Married,White,$10000 - 14999,Independent,Protestant,Southern baptist
2006.0,1016.0,Married,Other,Not applicable,Independent,Protestant,No denomination
2006.0,1017.0,Never married,White,Lt $1000,Independent,Catholic,Not applicable
2006.0,1018.0,Married,Other,$15000 - 19999,Not str republican,Catholic,Not applicable
2006.0,1019.0,Separated,Black,$10000 - 14999,Not str democrat,Protestant,Southern baptist
2006.0,1020.0,Married,White,Not applicable,Not str democrat,Catholic,Not applicable
2006.0,1021.0,Married,Other,$25000 or more,Independent,Catholic,Not applicable
2006.0,1022.0,Married,White,$25000 or more,Not str republican,Protestant,Presbyterian c in us
2006.0,1023.0,Married,White,Not applicable,Not str republican,Catholic,Not applicable
2006.0,1024.0,Married,White,$25000 or more,Not str republican,Jewish,Not applicable
2006.0,1025.0,Married,White,Not applicable,Not str republican,Catholic,Not applicable
2006.0,1026.0,Married,White,$25000 or more,"Ind,near dem",Catholic,Not applicable
2006.0,1027.0,Married,White,$25000 or more,Independent,Protestant,Presbyterian-dk wh
2006.0,1028.0,Married,Other,$15000 - 19999,Independent,Catholic,Not applicable
2006.0,1029.0,Never married,Other,$1000 to 2999,Strong democrat,Catholic,Not applicable
2006.0,1030.0,Divorced,Black,$15000 - 19999,Strong democrat,Protestant,Southern baptist
2006.0,1031.0,Married,Other,$1000 to 2999,"Ind,near rep",Catholic,Not applicable
2006.0,1032.0,Married,Other,$20000 - 24999,"Ind,near dem",Catholic,Not applicable
2006.0,1033.0,Married,White,Not applicable,"Ind,near dem",Christian,No denomination
2006.0,1034.0,Married,Other,$20000 - 24999,Independent,Catholic,Not applicable
2006.0,1035.0,Married,Other,Not applicable,Strong democrat,Protestant,Baptist-dk which
2006.0,1036.0,Married,White,$6000 to 6999,Not str democrat,None,Not applicable
2006.0,1037.0,Married,Black,$25000 or more,Not str democrat,Protestant,Other
2006.0,1038.0,Never married,Other,Not applicable,Not str democrat,Catholic,Not applicable
2006.0,1039.0,Married,Other,Not applicable,Independent,Catholic,Not applicable
2006.0,1040.0,Never married,Other,$4000 to 4999,"Ind,near dem",Catholic,Not applicable
2006.0,1041.0,Married,White,$25000 or more,Strong democrat,Protestant,United methodist
2006.0,1042.0,Married,Other,Not applicable,"Ind,near dem",Catholic,Not applicable
2006.0,1043.0,Never married,Other,Not applicable,Independent,Catholic,Not applicable
2006.0,1044.0,Divorced,White,$25000 or more,Not str republican,Catholic,Not applicable
2006.0,1045.0,Married,White,Refused,"Ind,near rep",Protestant,Wi evan luth synod
2006.0,1046.0,Married,White,$25000 or more,Not str republican,Protestant,Baptist-dk which
2006.0,1047.0,Widowed,Black,Not applicable,Not str democrat,Protestant,Baptist-dk which
2006.0,1048.0,Separated,Black,Not applicable,Strong democrat,Protestant,Southern baptist
2006.0,1049.0,Separated,Black,$1000 to 2999,"Ind,near dem",None,Not applicable
2006.0,1050.0,Never married,Black,Not applicable,Strong democrat,Protestant,Baptist-dk which
2006.0,1051.0,Divorced,Black,Not applicable,Strong democrat,Protestant,Other
2006.0,1052.0,Never married,Black,Not applicable,Strong democrat,Protestant,Am bapt ch in usa
2006.0,1053.0,Never married,Black,Not applicable,Not str democrat,Protestant,Baptist-dk which
2006.0,1054.0,Separated,Other,$20000 - 24999,Independent,Christian,No denomination
2006.0,1055.0,Never married,Black,Not applicable,Strong democrat,Protestant,Baptist-dk which
2006.0,1056.0,Married,White,$25000 or more,Not str republican,Protestant,Baptist-dk which
2006.0,1057.0,Married,White,$25000 or more,Not str republican,Catholic,Not applicable
2006.0,1058.0,Married,White,$4000 to 4999,Not str republican,Protestant,Southern baptist
2006.0,1059.0,Married,White,$10000 - 14999,Strong republican,Protestant,"Presbyterian, merged"
2006.0,1060.0,Divorced,White,$20000 - 24999,Independent,Other eastern,Not applicable
2006.0,1061.0,Married,White,$25000 or more,"Ind,near rep",Protestant,United methodist
2006.0,1062.0,Never married,White,$1000 to 2999,Strong republican,Protestant,Baptist-dk which
2006.0,1063.0,Married,White,Refused,Strong republican,Protestant,United methodist
2006.0,1064.0,Married,White,$25000 or more,Strong republican,Catholic,Not applicable
2006.0,1065.0,Never married,Black,Not applicable,"Ind,near dem",Protestant,Other
2006.0,1066.0,Married,White,$4000 to 4999,Strong democrat,None,Not applicable
2006.0,1067.0,Never married,White,$25000 or more,"Ind,near dem",Catholic,Not applicable
2006.0,1068.0,Never married,Black,Not applicable,Strong republican,Catholic,Not applicable
2006.0,1069.0,Separated,White,Not applicable,Not str democrat,Catholic,Not applicable
2006.0,1070.0,Married,Other,Not applicable,Independent,Catholic,Not applicable
2006.0,1071.0,Never married,Black,$5000 to 5999,"Ind,near dem",Catholic,Not applicable
2006.0,1072.0,Never married,Black,Not applicable,Independent,Protestant,Don't know
2006.0,1073.0,Never married,White,$8000 to 9999,"Ind,near dem",Jewish,Not applicable
2006.0,1074.0,Never married,Black,$25000 or more,Strong democrat,Protestant,Baptist-dk which
2006.0,1075.0,Never married,Other,Not applicable,Strong democrat,Catholic,Not applicable
2006.0,1076.0,Divorced,White,$25000 or more,Not str democrat,None,Not applicable
2006.0,1077.0,Married,White,Not applicable,Strong democrat,Catholic,Not applicable
2006.0,1078.0,Never married,Other,$3000 to 3999,"Ind,near dem",None,Not applicable
2006.0,1079.0,Never married,White,$25000 or more,Strong democrat,None,Not applicable
2006.0,1080.0,Married,Other,Don't know,Independent,Catholic,Not applicable
2006.0,1081.0,Never married,Other,$25000 or more,Strong democrat,Catholic,Not applicable
2006.0,1082.0,Separated,White,$25000 or more,Not str republican,Protestant,Southern baptist
2006.0,1083.0,Widowed,White,Not applicable,Strong democrat,Catholic,Not applicable
2006.0,1084.0,Never married,Other,$10000 - 14999,Independent,Catholic,Not applicable
2006.0,1085.0,Never married,Other,$3000 to 3999,"Ind,near dem",Buddhism,Not applicable
2006.0,1086.0,Separated,White,Refused,Independent,Catholic,Not applicable
2006.0,1087.0,Divorced,White,Not applicable,"Ind,near dem",None,Not applicable
2006.0,1088.0,Married,White,Refused,"Ind,near rep",Catholic,Not applicable
2006.0,1089.0,Married,White,Not applicable,"Ind,near dem",Catholic,Not applicable
2006.0,1090.0,Married,White,$25000 or more,Independent,Catholic,Not applicable
2006.0,1091.0,Never married,White,$25000 or more,Strong republican,Catholic,Not applicable
2006.0,1092.0,Married,White,$25000 or more,"Ind,near dem",Catholic,Not applicable
2006.0,1093.0,Married,White,Not applicable,Strong democrat,Catholic,Not applicable
2006.0,1094.0,Divorced,White,$10000 - 14999,Independent,Protestant,United methodist
2006.0,1095.0,Married,White,Not applicable,"Ind,near rep",Protestant,Other
2006.0,1096.0,Widowed,White,Not applicable,"Ind,near dem",None,Not applicable
2006.0,1097.0,Divorced,White,$25000 or more,Strong republican,Protestant,United methodist
2006.0,1098.0,Married,White,$25000 or more,Strong democrat,Catholic,Not applicable
2006.0,1099.0,Never married,White,$25000 or more,"Ind,near dem",None,Not applicable
2006.0,1100.0,Married,White,$25000 or more,"Ind,near dem",Catholic,Not applicable
2006.0,1101.0,Widowed,White,Not applicable,"Ind,near dem",Jewish,Not applicable
2006.0,1102.0,Never married,White,$25000 or more,Strong democrat,Catholic,Not applicable
2006.0,1103.0,Married,White,$25000 or more,Independent,Orthodox-christian,Not applicable
2006.0,1104.0,Widowed,White,Not applicable,"Ind,near dem",Jewish,Not applicable
2006.0,1105.0,Divorced,White,Not applicable,Strong democrat,Jewish,Not applicable
2006.0,1106.0,Married,White,$25000 or more,Not str democrat,Jewish,Not applicable
2006.0,1107.0,Widowed,White,Not applicable,Strong democrat,Catholic,Not applicable
2006.0,1108.0,Married,White,Not applicable,Not str republican,Protestant,Other
2006.0,1109.0,Married,White,$25000 or more,"Ind,near dem",Protestant,Presbyterian c in us
2006.0,1110.0,Married,White,$25000 or more,Independent,Protestant,No denomination
2006.0,1111.0,Married,White,Not applicable,"Ind,near rep",Catholic,Not applicable
2006.0,1112.0,Divorced,White,$25000 or more,Strong democrat,None,Not applicable
2006.0,1113.0,Never married,White,Not applicable,Independent,Jewish,Not applicable
2006.0,1114.0,Married,White,$25000 or more,Strong democrat,Protestant,Episcopal
2006.0,1115.0,Divorced,White,Not applicable,Strong democrat,None,Not applicable
2006.0,1116.0,Married,White,Not applicable,Not str democrat,Jewish,Not applicable
2006.0,1117.0,Married,White,$25000 or more,Strong republican,Protestant,Other
2006.0,1118.0,Married,White,Not applicable,Strong republican,Catholic,Not applicable
2006.0,1119.0,Never married,White,$3000 to 3999,Strong democrat,Catholic,Not applicable
2006.0,1120.0,Married,White,$25000 or more,Not str republican,None,Not applicable
2006.0,1121.0,Married,White,Not applicable,Strong republican,Protestant,Other
2006.0,1122.0,Married,White,Don't know,Independent,Protestant,Other
2006.0,1123.0,Never married,White,$8000 to 9999,Other party,None,Not applicable
2006.0,1124.0,Married,White,$25000 or more,Independent,Protestant,United methodist
2006.0,1125.0,Never married,White,$20000 - 24999,"Ind,near rep",None,Not applicable
2006.0,1126.0,Married,White,$25000 or more,"Ind,near dem",Protestant,No denomination
2006.0,1127.0,Divorced,White,Not applicable,Independent,Protestant,United methodist
2006.0,1128.0,Married,White,$25000 or more,Not str republican,Catholic,Not applicable
2006.0,1129.0,Married,White,$25000 or more,Strong republican,Catholic,Not applicable
2006.0,1130.0,Never married,Black,$25000 or more,Not str democrat,Protestant,Baptist-dk which
2006.0,1131.0,Never married,Black,$15000 - 19999,Not str democrat,Catholic,Not applicable
2006.0,1132.0,Never married,Black,No answer,Independent,No answer,No answer
2006.0,1133.0,Never married,White,Not applicable,Not str republican,Protestant,United methodist
2006.0,1134.0,Married,Black,$25000 or more,Independent,Protestant,Baptist-dk which
2006.0,1135.0,Married,White,Not applicable,Strong republican,Protestant,No denomination
2006.0,1136.0,Never married,Black,Not applicable,Independent,None,Not applicable
2006.0,1137.0,Never married,Black,Refused,Not str democrat,Protestant,Am baptist asso
2006.0,1138.0,Widowed,White,Not applicable,Independent,Protestant,United methodist
2006.0,1139.0,Married,Other,$25000 or more,Independent,Hinduism,Not applicable
2006.0,1140.0,Married,Other,$25000 or more,Independent,Catholic,Not applicable
2006.0,1141.0,Married,White,$25000 or more,"Ind,near rep",Catholic,Not applicable
2006.0,1142.0,Married,White,$25000 or more,Strong democrat,None,Not applicable
2006.0,1143.0,Married,White,$25000 or more,Not str republican,None,Not applicable
2006.0,1144.0,Divorced,White,Not applicable,Independent,Protestant,Other
2006.0,1145.0,Married,White,$25000 or more,"Ind,near dem",None,Not applicable
2006.0,1146.0,Divorced,White,$25000 or more,Strong republican,Protestant,United methodist
2006.0,1147.0,Never married,White,$25000 or more,Not str republican,Protestant,United methodist
2006.0,1148.0,Never married,Black,$25000 or more,Strong democrat,Catholic,Not applicable
2006.0,1149.0,Widowed,White,Not applicable,Not str democrat,Protestant,Luth ch in america
2006.0,1150.0,Married,White,No answer,No answer,Protestant,Southern baptist
2006.0,1151.0,Married,White,$25000 or more,"Ind,near dem",None,Not applicable
2006.0,1152.0,Married,Black,$25000 or more,Not str democrat,Protestant,Southern baptist
2006.0,1153.0,Never married,White,Lt $1000,Other party,None,Not applicable
2006.0,1154.0,Married,White,$25000 or more,Strong democrat,Protestant,Southern baptist
2006.0,1155.0,Married,White,Not applicable,Strong republican,Protestant,Southern baptist
2006.0,1156.0,Married,Black,$20000 - 24999,Strong democrat,Protestant,Nat bapt conv usa
2006.0,1157.0,Married,White,$8000 to 9999,Not str republican,Protestant,No denomination
2006.0,1158.0,Married,Other,Not applicable,Not str republican,Catholic,Not applicable
2006.0,1159.0,Never married,Other,$20000 - 24999,Independent,None,Not applicable
2006.0,1160.0,Married,Other,Not applicable,Independent,Catholic,Not applicable
2006.0,1161.0,Never married,Black,Not applicable,Not str democrat,Protestant,Baptist-dk which
2006.0,1162.0,Married,White,$20000 - 24999,Not str republican,Catholic,Not applicable
2006.0,1163.0,Never married,Black,$25000 or more,Independent,Protestant,Southern baptist
2006.0,1164.0,Married,Other,$20000 - 24999,Independent,Inter-nondenominational,Not applicable
2006.0,1165.0,Married,White,Not applicable,Strong republican,None,Not applicable
2006.0,1166.0,Divorced,White,$25000 or more,Strong democrat,Protestant,Other
2006.0,1167.0,Divorced,Other,$25000 or more,"Ind,near dem",Protestant,No denomination
2006.0,1168.0,Divorced,Black,$15000 - 19999,Strong democrat,None,Not applicable
2006.0,1169.0,Divorced,White,$25000 or more,Independent,None,Not applicable
2006.0,1170.0,Married,Black,$25000 or more,Strong democrat,Protestant,Southern baptist
2006.0,1171.0,Married,White,$25000 or more,Strong republican,Protestant,Baptist-dk which
2006.0,1172.0,Married,Other,Not applicable,Independent,None,Not applicable
2006.0,1173.0,Married,White,$10000 - 14999,Strong republican,Protestant,Southern baptist
2006.0,1174.0,Married,White,Not applicable,Not str democrat,None,Not applicable
2006.0,1175.0,Married,White,$10000 - 14999,"Ind,near dem",Moslem/islam,Not applicable
2006.0,1176.0,Married,White,Lt $1000,Strong republican,Protestant,No denomination
2006.0,1177.0,Married,White,$25000 or more,Strong republican,Protestant,United methodist
2006.0,1178.0,Married,White,$25000 or more,"Ind,near dem",None,Not applicable
2006.0,1179.0,Married,White,Refused,Strong democrat,Jewish,Not applicable
2006.0,1180.0,Never married,Black,Not applicable,"Ind,near rep",Protestant,Baptist-dk which
2006.0,1181.0,Married,Black,No answer,Not str democrat,Protestant,Southern baptist
2006.0,1182.0,Married,Black,Refused,Strong democrat,Protestant,Other
2006.0,1183.0,Never married,White,$25000 or more,Independent,Catholic,Not applicable
2006.0,1184.0,Divorced,White,$25000 or more,"Ind,near dem",None,Not applicable
2006.0,1185.0,Never married,White,$15000 - 19999,Not str democrat,Protestant,Lutheran-mo synod
2006.0,1186.0,Never married,White,$4000 to 4999,"Ind,near dem",Jewish,Not applicable
2006.0,1187.0,Never married,White,$25000 or more,Other party,None,Not applicable
2006.0,1188.0,Never married,White,$1000 to 2999,"Ind,near rep",Protestant,No denomination
2006.0,1189.0,Divorced,White,$25000 or more,Not str republican,Protestant,Am lutheran
2006.0,1190.0,Married,Black,$20000 - 24999,Strong democrat,Protestant,Episcopal
2006.0,1191.0,Married,White,$25000 or more,Independent,Protestant,No denomination
2006.0,1192.0,Separated,Other,$1000 to 2999,Independent,Catholic,Not applicable
2006.0,1193.0,Never married,Black,$10000 - 14999,Not str democrat,Protestant,Baptist-dk which
2006.0,1194.0,Never married,White,$15000 - 19999,Strong republican,Christian,No denomination
2006.0,1195.0,Never married,White,$25000 or more,"Ind,near dem",Protestant,Lutheran-mo synod
2006.0,1196.0,Never married,Other,Not applicable,Independent,Protestant,Other
2006.0,1197.0,Married,White,$25000 or more,Not str republican,Protestant,Lutheran-mo synod
2006.0,1198.0,Never married,White,Not applicable,"Ind,near rep",Protestant,Lutheran-mo synod
2006.0,1199.0,Divorced,White,Not applicable,Independent,None,Not applicable
2006.0,1200.0,Divorced,White,Not applicable,Not str republican,Protestant,Baptist-dk which
2006.0,1201.0,Married,White,$25000 or more,Strong republican,Protestant,Southern baptist
